_id,ags2,bundesland,ags5,kreis,kr_dl_qu,kr_id_qu,kr_abh_alt,kr_abh_ju,kr_alo_q,kr_erwt_ao,kr_erwt_ao_b1,kr_erwt_ao_b2,kr_erwt_ao_b3,kr_erwt_ao_b4,kr_erwt_ao_b5,kr_erwt_ao_b6,kr_erwt_ao_b7,kr_erwt_ao_b8,kr_erwt_ao_b9,kr_erwt_ao_b99,kr_erwpers,kr_be_ao,kr_be_ao_vz,kr_be_ao_tz,kr_be_wo,kr_be_wo_vz,kr_be_wo_tz,kr_selbst,kr_mithfam,kr_beamte,kr_rentner
371,15,Sachsen-Anhalt,15084,Burgenlandkreis,34.7,17.1,44.8,19.0,6.9,79401,1245,626,6622,7582,3524,13096,5852,37962,2049,843,87703,59501,42156,17345,69283,50518,18765,-99,-99,2155,55025
372,15,Sachsen-Anhalt,15085,Harz,36.9,17.6,45.0,18.7,5.7,99361,1274,41,7736,18627,4656,11162,3275,49408,2125,1057,98867,73293,51606,21687,81257,58064,23193,-99,-99,2647,65641
373,15,Sachsen-Anhalt,15086,Jerichower Land,29.2,17.5,40.3,19.5,7.5,40250,1015,39,2733,6098,1916,5190,1656,20261,942,400,43177,27835,19989,7846,35308,25650,9658,-99,-99,1697,26593
374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,33.6,15.5,48.1,18.5,10.2,56557,815,180,4971,10529,1554,8316,2589,26017,1028,558,62283,41949,27256,14693,49766,34252,15514,-99,-99,1318,44212
375,15,Sachsen-Anhalt,15088,Saalekreis,38.0,20.4,40.3,20.2,6.7,90563,1525,148,7620,8541,6380,17174,3027,42579,2311,1258,91986,69680,52410,17270,74491,54307,20184,-99,-99,3247,52965
376,15,Sachsen-Anhalt,15089,Salzlandkreis,35.2,17.3,44.9,19.0,8.9,85727,1096,80,6230,11117,4336,10735,4236,45364,1657,876,88989,62761,43655,19106,69406,49234,20172,-99,-99,2345,57868
377,15,Sachsen-Anhalt,15090,Stendal,34.3,13.6,39.4,19.5,9.2,50008,1373,70,4810,7668,1569,5498,2149,25073,1394,404,52854,35686,24287,11399,37441,26131,11310,-99,-99,1761,33713
378,15,Sachsen-Anhalt,15091,Wittenberg,34.1,19.0,46.2,18.7,6.7,57189,1409,196,5212,7233,2597,9267,2636,26574,1405,660,60791,43225,30488,12737,46428,33119,13309,-99,-99,1554,39734
379,16,Thüringen,16051,Erfurt,67.9,11.2,33.9,20.6,6.0,148883,1771,153,5229,5100,7208,10755,5336,53981,53027,6323,106354,108959,77635,31324,81607,58996,22611,-99,-99,5580,53586
380,16,Thüringen,16052,Gera,52.2,12.0,47.6,20.0,8.8,50824,162,14,3155,4190,1678,6054,2920,31361,817,473,43687,36722,25226,11496,32178,22954,9224,-99,-99,934,28596
381,16,Thüringen,16053,Jena,59.2,-99.0,32.1,20.3,5.6,75489,21,6,2368,8455,2018,7761,4284,48764,842,970,52492,57454,40248,17206,40308,27468,12840,-99,-99,1511,26556
382,16,Thüringen,16054,Suhl,60.7,-99.0,54.0,17.6,5.4,22575,53,0,2062,2334,610,2648,1444,12295,149,980,17196,15947,11152,4795,13897,10248,3649,-99,-99,314,12822
383,16,Thüringen,16055,Weimar,49.7,-99.0,35.9,21.7,6.0,35906,119,0,2164,2051,1230,3702,1305,23916,206,1213,29645,24384,15903,8481,22804,15413,7391,-99,-99,1265,16823
384,16,Thüringen,16056,Eisenach,60.4,29.6,41.5,20.4,7.0,29607,95,0,1002,2154,4966,3570,871,16346,151,452,20086,22813,16493,6320,17000,12508,4492,-99,-99,789,12707
385,16,Thüringen,16061,Eichsfeld,32.9,23.3,36.8,22.7,3.9,48730,790,43,4716,7392,1675,6729,2231,22041,1986,1127,49552,36192,25944,10248,41316,28921,12395,-99,-99,2201,28410
386,16,Thüringen,16062,Nordhausen,38.9,18.3,41.8,20.1,6.8,41059,561,660,3230,4168,1917,5423,2855,20351,1645,249,39326,29883,20858,9025,32466,22922,9544,-99,-99,1198,24639
387,16,Thüringen,16063,Wartburgkreis,26.4,25.7,39.9,20.3,4.0,56485,547,36,3552,10106,2381,8403,2686,23749,1393,3632,60333,41238,31337,9901,47235,34989,12246,-99,-99,3569,35260
388,16,Thüringen,16064,Unstrut-Hainich-Kreis,36.9,16.9,39.5,21.6,6.8,49784,1151,46,3374,7554,2034,6090,2331,21474,751,4979,50209,35888,24668,11220,41284,29674,11610,-99,-99,2024,30199
389,16,Thüringen,16065,Kyffhäuserkreis,27.5,15.1,43.1,19.4,6.3,30133,1194,549,2466,4130,1170,3890,1419,13875,923,517,35109,20082,13774,6308,27184,19895,7289,-99,-99,1106,23122
390,16,Thüringen,16066,Schmalkalden-Meiningen,32.9,22.7,41.7,19.2,4.2,62291,782,45,4416,11976,2057,7510,3159,29693,1580,1073,61774,44283,32441,11842,52172,38873,13299,-99,-99,1729,37716
391,16,Thüringen,16067,Gotha,34.5,22.3,39.6,20.4,5.1,68042,928,45,5321,11427,3046,11007,3815,29673,1519,1261,67052,50522,38546,11976,56730,43101,13629,-99,-99,3013,39285
392,16,Thüringen,16068,Sömmerda,28.7,23.0,37.8,20.7,4.9,31503,1130,46,3030,5188,1429,6264,1142,12267,726,281,33575,23938,18502,5436,25578,19344,6234,-99,-99,1543,19909
393,16,Thüringen,16069,Hildburghausen,25.5,22.2,38.3,19.3,3.5,26780,706,104,2152,3360,1014,4216,1138,12075,704,1311,32054,19465,14415,5050,27556,20391,7165,-99,-99,900,18527
394,16,Thüringen,16070,Ilm-Kreis,31.8,24.4,40.9,19.8,4.8,52295,552,42,3206,10153,4001,7276,2098,23759,906,302,50779,38512,29135,9377,42608,31750,10858,-99,-99,1760,29863
395,16,Thüringen,16071,Weimarer Land,31.8,16.6,37.2,22.1,4.5,35282,813,15,3246,3821,1928,5597,1336,17520,738,268,40280,26051,18513,7538,33337,23888,9449,-99,-99,1750,23129
396,16,Thüringen,16072,Sonneberg,31.9,28.7,44.7,18.2,4.2,29502,233,23,1907,5732,811,3247,2222,13574,556,1197,28106,21727,17255,4472,22854,17934,4920,-99,-99,1242,17660
397,16,Thüringen,16073,Saalfeld-Rudolstadt,33.9,21.6,47.3,19.1,5.6,49255,564,74,3789,9342,1719,6020,2480,22748,1438,1081,49573,35677,25207,10470,40792,29635,11157,-99,-99,1341,32229
398,16,Thüringen,16074,Saale-Holzland-Kreis,30.0,19.7,40.9,20.3,4.5,36131,550,63,2952,5919,1366,5763,2009,16438,883,188,40581,26972,20143,6829,34057,25060,8997,-99,-99,1464,24585
399,16,Thüringen,16075,Saale-Orla-Kreis,29.6,27.9,42.3,19.9,4.8,40755,769,29,2754,8799,1239,6272,1276,17207,718,1692,39738,30116,22166,7950,32758,24125,8633,-99,-99,1279,24589
400,16,Thüringen,16076,Greiz,28.9,20.3,47.6,19.3,5.1,41270,608,64,3840,6965,1915,6314,1261,18446,1440,417,45028,30159,21885,8274,37485,26898,10587,-99,-99,1278,30917
401,16,Thüringen,16077,Altenburger Land,31.0,19.2,50.8,19.0,11.2,37710,682,202,2660,4795,2078,5998,1601,16491,1753,1450,43104,27924,19674,8250,33660,24044,9616,-99,-99,1230,29684
